student_id,age,gender,learning_style,study_hours_daily,support_person,assignment_completion,handle_difficulty,enjoy_math,enjoy_science,enjoy_english,enjoy_filipino,enjoy_arpan,enjoy_mapeh,enjoy_tle,preferred_program,motivation_level,enjoy_science_experiments,enjoy_reading,enjoy_handson_activities,enjoy_sports,enjoy_arts,enjoy_language_related_activities,foreign_language_interest,competition_participation,device_availability,internet_access,absences_count,absence_reason,family_income_help,school_participation,received_awards,award_highest_honors,award_high_honors,award_with_honors,award_best_science,award_best_math,award_best_english,award_conduct,achiever_award,difficulty_reading,difficulty_writing,difficulty_math,difficulty_focusing,difficulty_social_interaction,extra_support_recommended,quiet_study_place,distance_from_school,travel_difficulty,grade_math,grade_science,grade_english,grade_filipino,grade_arpan,grade_mapeh,average_grade_tle,grade_esp,grade_6_final_average,actual_placement
student_109,12,1,1,NaN,1,1,3,0,0,0,0,1,0,0,4,2,0,0,1,0,0,0,3,0,1,1,1,4,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,3,79,86,84,84,88,88,89,87,86,5
student_110,12,1,3,1,2,3,1,0,0,0,0,1,1,0,4,1,0,0,0,0,1,0,2,0,2,2,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,NaN,3,80,78,79,84,82,81,83,85,82,5
student_111,12,1,1,2,3,3,1,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,3,0,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,2,76,76,81,80,77,78,76,83,78,5
student_112,12,1,3,2,1,3,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,2,1,2,3,3,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,86,84,84,85,84,86,87,86,85,5
student_113,14,0,3,3,4,2,1,1,0,0,0,0,0,0,4,3,1,0,0,0,0,0,1,0,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,75,76,77,79,76,75,75,78,77,5
student_114,13,0,1,3,1,3,4,0,0,0,1,0,0,0,6,1,0,0,0,0,1,0,3,1,2,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,1,76,77,77,78,78,78,78,78,78,5
student _115,12,1,3,2,1,1,1,0,0,0,1,0,0,0,2,2,0,1,0,0,0,0,1,1,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,75,75,75,75,75,75,75,75,75,5
student_116,12,1,3,1,2,1,1,0,0,0,1,0,0,0,4,2,0,0,1,0,0,0,1,0,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,83,80,84,90,80,86,80,85,83,5
student_117,12,1,3,2,1,1,1,0,0,0,1,0,0,0,2,2,0,1,0,0,1,0,2,1,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,76,76,75,76,77,75,75,76,76,5
student_118,13,1,3,2,1,2,1,0,0,0,1,0,0,0,2,2,0,1,0,0,0,0,1,1,2,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,3,77,78,78,80,78,78,78,82,79,5
student_119,13,0,3,2,1,3,3,0,0,0,0,1,0,0,NaN,2,0,0,0,1,1,0,2,0,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3,80,83,81,82,83,80,80,85,82,5
student_120,12,0,3,2,1,3,1,0,0,0,0,1,0,0,3,3,0,1,0,0,0,0,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76,76,76,77,77,80,79,77,77,5
student_121,16,1,5,1,1,3,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,2,1,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,2,1,2,77,76,78,82,81,80,78,81,79,5
student_122,12,0,3,1,4,3,1,0,0,0,0,1,0,0,3,3,0,0,0,1,0,0,NaN,1,2,1,3,3,NaN,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,2,77,81,83,80,81,84,84,88,82,5
student_123,12,1,5,1,1,3,3,0,0,0,1,0,0,0,3,3,0,1,0,0,0,0,2,0,2,2,2,1,2,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,3,80,82,84,83,81,84,77,85,82,5
student_124,14,1,5,1,1,1,4,0,0,0,1,0,0,0,3,3,0,0,0,1,0,0,2,0,2,2,2,3,1,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,3,1,77,82,80,80,81,80,79,80,80,5
student_125,12,1,3,2,4,1,3,1,0,0,0,0,0,0,4,2,0,0,0,0,1,0,1,0,1,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,90,88,87,85,91,88,90,91,89,1
student_126,12,1,5,2,1,3,3,0,0,1,0,0,0,0,1,2,0,0,1,0,1,0,1,0,1,2,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,2,3,86.75,87.75,90.75,87.5,86,89,89.5,89,88.2,1
student_127,12,1,3,3,1,1,3,0,1,1,0,0,1,0,1,3,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,2,3,86,92,89,94,94,94,92,94,92,1
student_128,13,0,5,1,1,1,3,0,1,0,1,0,1,1,1,3,1,0,1,1,0,0,1,0,1,2,1,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3,86,89,92,88,86,92,86,95,89.25,1
student_129,12,1,3,2,1,2,1,1,0,1,1,0,1,1,1,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,2,2,90,94,92,94,92,93,94,95,93,1
student_130,13,1,5,1,1,1,1,0,0,1,0,0,0,0,1,3,0,0,0,1,0,0,1,1,1,1,1,5,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,90,90,91,92,93,90,92,92,91,1
student_131,13,0,5,2,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,0,0,1,1,1,1,1,1,2,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,3,3,93,96,93,95,94,94,94,95,94,1
student_132,12,1,5,2,1,1,3,0,1,0,0,0,1,1,1,2,0,0,1,1,1,0,2,1,2,2,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,2,2,2,87,88,86,91,92,91,92,95,90,1
student_133,12,1,5,1,1,2,2,0,1,1,0,0,1,1,1,2,1,0,1,0,1,0,2,0,2,3,2,4,3,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,88,88,93,91,90,91,90,91,90.25,1
student_134,12,0,5,4,2,1,2,0,1,0,0,1,1,1,1,3,1,0,1,1,0,0,2,1,1,2,1,5,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,3,95,97,95,96,93,97,97,96,96,1
student_135,13,0,5,2,1,1,1,0,1,0,0,0,0,0,5,3,0,0,1,1,0,0,3,1,1,1,1,5,2,2,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,2,3,3,86,92,89,88,91,90,92,93,90.125,1
student_136,12,1,3,2,1,1,3,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,2,1,1,1,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3,88.75,89.5,91.75,92.5,91.75,90.25,92.5,93.75,91.34,1
student_137,13,1,5,3,4,1,3,0,0,1,0,0,0,0,1,2,1,0,1,0,1,0,1,0,1,2,1,5,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,2,1,3,87,89,94,90,87,90,90,94,90.125,1
student_138,12,0,5,1,1,1,3,1,0,0,0,0,0,0,1,3,1,0,0,1,0,0,2,1,1,1,2,1,3,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2,1,3,95,95,95,96,95,92,95,95,95,1
student_139,12,1,5,1,1,2,1,1,1,1,0,0,1,0,1,3,1,1,0,1,0,0,2,0,1,2,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,3,87,91,96,94,93,92,93,97,93,1
student_140,12,0,5,2,1,1,3,0,0,1,1,0,1,0,1,3,1,1,1,1,1,0,2,1,2,2,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,2,91,91,92,92,90,88,90,90,91,1
student_141,12,0,3,2,1,1,3,1,1,1,0,0,1,0,1,3,0,0,1,0,0,0,1,1,1,1,1,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3,88.75,88.5,92.5,92.5,90,91.5,94.5,94.5,91.56,1
student_142,13,1,5,3,1,1,3,0,1,1,0,0,0,0,1,3,1,0,1,1,1,0,1,1,1,1,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3,86,90,90,92,93,90,92,95,91,1
student_143,12,0,5,2,1,2,3,1,1,1,0,0,1,1,5,3,1,1,1,0,1,1,2,1,1,1,2,1,3,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,3,3,91,92,93,92,94,92,92,94,93,1
student_144,13,0,5,1,1,2,3,1,1,1,0,0,0,0,1,3,1,0,0,0,0,0,3,1,1,1,2,1,3,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,3,90,94,92,92,92,93,91,92,92,1
student_145,12,1,5,2,1,1,1,0,0,0,0,0,1,1,1,3,0,0,1,0,1,0,2,1,2,1,1,1,3,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,2,3,89,95,89,92,91,95,95,94,93,1
student_146,12,0,5,1,1,1,3,1,1,1,0,0,0,0,1,3,1,1,1,1,1,0,2,1,1,NaN,1,2,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,2,3,93,93,93,91,91,96,92,97,93,1
student_147,13,0,3,1,3,1,3,1,1,0,0,0,0,0,1,3,1,0,0,0,0,0,2,1,1,1,2,1,3,2,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,2,1,3,96,97,96,95,92,96,96,96,96,1
student_148,12,1,NaN,3,1,1,3,0,1,1,1,0,0,0,1,3,1,1,0,1,0,0,2,1,1,1,1,1,3,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,3,87,92,93,89,87,88,95,88,90,1
student_149,13,0,5,1,1,1,3,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,3,89,90,88,93,90,95,93,95,92,1
student_150,13,1,NaN,1,1,1,3,0,1,1,0,0,1,0,1,3,1,0,1,0,1,0,1,0,1,1,1,5,3,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,4,3,87,94,94,92,88,92,92,96,92,1
student_151,13,1,5,3,1,1,3,1,1,1,0,0,0,0,1,3,0,1,1,0,0,0,1,0,1,1,2,2,3,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,2,3,89,92,92,86,89,90,93,91,91,1
student_152,13,0,5,4,1,1,3,1,1,1,1,1,1,1,6,3,0,0,0,1,0,0,1,1,2,2,1,NaN,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,3,78,81,82,78,83,85,80,83,81,5
student_153,12,1,1,1,4,1,2,0,0,0,0,0,1,0,4,2,1,0,0,0,0,0,1,0,2,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,3,80,81,83,83,82,82,82,84,82,5
student_154,15,1,5,2,4,1,1,0,0,1,0,0,0,0,4,3,0,0,1,0,0,0,3,1,1,2,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,2,80,76,79,77,84,87,81,82,81,5
student_155,13,0,5,1,2,1,3,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,2,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3,79,85,83,85,81,84,84,86,84,5
student_156,13,1,3,2,1,1,3,0,0,0,1,0,1,0,3,3,0,1,0,0,0,0,1,0,3,2,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,78,79,79,84,85,84,82,87,82,5
student_157,13,0,3,1,1,1,3,0,0,0,0,1,0,0,3,2,0,0,0,0,0,1,1,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,79,78,80,79,83,81,80,93,82,5
student_158,13,0,3,2,1,1,1,1,1,1,1,0,0,1,3,3,1,1,0,1,0,0,1,1,3,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,84,77,84,84,78,80,77,84,81,5
student_159,13,0,5,4,2,1,4,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,1,0,NaN,NaN,1,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75.5,76,79,79,76,82.5,79,82.5,78.5,5
student_160,14,1,5,4,4,1,1,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,1,0,1,2,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,2,83,82,82,83,83,85,84,84,83,5
student_161,14,1,3,1,1,1,1,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,1,1,2,3,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,2,87,86,85,87,84,86,89,90,87,5
student_162,12,1,3,1,1,2,1,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,2,0,2,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,2,80,79,83,79,82,87,80,85,82,5
student_163,14,1,1,2,1,1,3,0,0,0,0,1,0,0,4,3,1,0,0,0,0,0,1,NaN,2,1,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,79,82,80,82,81,81,79,84,81,5
student_164,14,1,3,2,1,1,1,0,0,1,0,0,0,0,5,2,0,1,0,0,0,0,1,0,2,2,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,78,78,80,83,83,80,84,80,81,5
student_165,12,0,1,1,2,1,2,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,1,NaN,3,2,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,82,79,83,80,81,82,83,82,82,5
student_166,12,1,3,2,1,1,1,0,0,1,0,0,0,0,4,2,1,0,0,0,0,0,2,0,2,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,2,81,82,85,81,83,90,86,85,84,5
student_167,13,1,1,1,1,1,1,0,0,1,0,0,0,0,4,1,0,0,1,0,0,0,1,1,2,2,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,88,84,77,84,90,83,86,86,85,5
student_168,12,1,5,1,1,1,1,0,0,1,0,0,0,0,4,2,0,0,0,1,0,0,1,1,1,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,3,77,86,76,85,82,86,85,79,82,5
student_169,12,0,5,1,1,3,3,0,1,0,0,0,0,0,4,2,1,0,0,0,0,0,3,0,2,1,1,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,83,85,84,86,84,86,88,87,85,4
student_170,13,0,5,1,1,2,2,0,0,1,0,0,0,0,4,1,1,0,0,0,0,0,3,0,2,1,2,4,1,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,4,2,84,85,87,82,86,85,86,85,85,4
student_171,13,0,5,2,1,1,1,0,1,1,0,0,1,0,4,3,1,1,1,1,0,0,3,0,3,1,1,1,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,2,3,79,90,86,86,89,93,89,90,88,4
student_172,12,1,4,2,4,2,1,1,0,0,1,1,0,0,4,1,0,1,1,0,0,0,2,1,1,2,1,5,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3,88,84,85,84,83,85,84,84,85,4
student_173,13,0,5,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1,0,1,3,1,1,3,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,4,3,83,86,88,89,85,84,86,88,86,4
student_174,13,0,3,1,1,3,3,0,0,0,0,0,1,1,5,1,0,0,0,0,0,0,2,0,2,2,1,2,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,3,88,84,86,87,89,87,88,90,87,4
student_175,12,0,3,4,1,3,3,0,0,0,1,0,0,0,5,2,0,0,0,0,1,0,1,0,1,1,2,4,3,NaN,1,0,0,1,0,0,0,0,,0,1,0,0,0,0,2,2,1,85,86,85,87,86,85,84,86,86,4
student_176,13,0,5,4,1,1,3,1,0,0,0,0,0,0,4,3,0,0,1,0,0,0,2,1,2,3,1,5,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,3,85,86,86,86,87,87,88,88,86,4
student_177,12,1,5,1,3,3,3,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,1,0,3,2,4,1,2,2,1,0,0,0,0,0,0,0,1,NaN,NaN,NaN,NaN,NaN,0,2,3,3,82,83,83,84,92,84,83,90,85,4
student_178,12,0,3,2,2,1,1,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,3,0,NaN,2,1,NaN,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,3,83,84,87,87,89,85,82,84,85,4
student_179,12,0,3,2,1,1,1,1,0,0,0,0,1,0,4,NaN,0,0,1,1,0,0,2,0,2,3,1,4,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,3,1,85,84,86,87,86,87,86,88,86,4
student_180,13,1,3,1,1,1,1,0,0,0,1,0,0,0,4,3,0,0,0,1,0,0,1,0,2,2,1,3,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,2,82,86,85,90,86,86,86,90,86,4
student_181,13,1,3,2,1,3,1,0,1,1,0,0,0,0,4,2,0,1,0,0,0,1,1,1,2,2,1,5,2,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,2,83,87,90,87,82,84,83,82,85,4
student_182,13,1,3,1,1,3,1,0,0,0,0,1,0,0,4,2,0,0,0,1,0,0,2,0,3,2,1,3,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,3,81,86,88,83,89,89,88,89,86,4
student_183,12,1,3,NaN,1,1,3,0,0,0,0,0,1,0,4,3,0,0,0,0,1,0,1,0,2,2,1,1,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,3,2,81,85,85,83,86,91,89,89,86,4
student_184,12,1,3,2,1,1,3,0,0,0,1,0,0,0,4,3,0,0,0,0,1,0,1,0,2,2,2,1,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,3,3,83,85,86,88,86,85,86,90,86,4
student_185,12,1,3,2,2,1,2,0,0,0,0,1,0,0,4,2,0,0,1,0,0,0,2,0,2,2,2,3,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,2,3,84,84,85,88,86,86,87,90,86,4
student_186,13,1,3,1,3,3,2,0,0,0,0,1,0,0,4,1,0,0,1,0,0,0,2,0,1,1,1,5,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,3,85,88,87,88,88,85,86,88,87,4
student_187,13,1,3,1,4,2,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,1,0,3,3,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,85,85,89,89,86,84,85,92,87,4
student_188,12,0,5,1,4,3,2,0,0,0,0,1,0,1,5,1,0,0,0,0,0,0,2,0,1,2,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,3,87,82,83,85,86,86,87,86,85,4
student_189,12,0,2,1,1,1,3,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,2,0,2,2,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,83,91,80,84,85,88,89,92,86.5,4
student_190,15,0,3,3,1,3,1,1,0,0,0,0,0,0,3,2,0,0,0,0,1,0,1,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,88,86,81,82,86,81,87,84,85,4
student_191,12,1,5,1,1,3,1,1,0,0,0,0,0,0,4,2,0,0,0,1,0,0,1,1,2,2,3,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,NaN,3,83,86,85,86,88,84,84,88,86,4
student_192,13,0,4,1,1,1,1,1,0,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,1,0,2,3,1,1,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,4,3,86,84,79,82,82,85,78,88,83,4
student_193,12,1,5,2,1,1,1,0,1,0,0,0,0,0,4,2,0,0,1,0,0,0,1,0,2,1,2,1,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,84,83,85,84,86,87,86,89,85.5,4
student_194,13,1,3,3,1,1,1,0,0,0,0,1,0,0,3,2,0,0,0,1,0,0,1,0,2,2,1,5,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,3,2,81,82,85,84.5,86,84,85,88,85,4
student_195,13,1,3,1,2,1,1,1,0,0,0,0,0,0,4,3,0,0,1,0,0,0,2,0,2,2,1,1,3,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,1,2,83,86,87,87,86,88,87,85,86,4
student_196,13,0,5,2,1,3,1,0,1,0,0,0,0,0,3,2,1,0,0,0,0,0,1,1,2,2,1,3,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,4,3,87,83,88,86,89,88,87,83,86,4
student_197,12,1,5,1,2,3,1,0,0,0,0,0,0,1,4,2,0,0,1,0,0,0,2,1,2,2,1,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,4,3,85,84,83,84,87,83,85,87,85,4
student_198,12,1,5,1,2,1,3,0,0,1,0,0,0,0,4,2,0,0,0,0,1,0,1,0,1,2,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,88,86,88,87,86,88,88,88,87,4
student_199,13,0,3,1,2,1,1,1,1,1,1,0,0,1,4,3,0,0,0,1,0,0,1,0,2,2,2,5,3,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,1,3,86,81,83,84,86,85,82,92,85,4
student_200,13,0,5,3,1,1,1,1,0,1,0,0,0,1,4,1,0,0,0,0,0,0,1,0,2,3,1,1,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,4,3,86,83,86,88,83,85,86,89,86,4
student_201,13,1,4,2,1,3,3,0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,1,0,2,3,3,NaN,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,3,86,85,84,85,84,85,86,84,85,4
student_202,13,1,5,2,1,3,1,1,0,0,0,0,0,0,4,2,0,0,1,1,1,0,2,1,2,2,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,3,84,84,85,88,86,86,87,90,86,4
student_203,12,1,3,2,1,2,1,0,0,1,0,1,0,0,4,2,1,0,1,0,0,0,1,1,1,1,1,2,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,3,76,89,85,88,88,91,86,89,87,4
student_204,13,1,5,1,1,2,1,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,2,1,1,3,1,5,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,4,2,81,86,85,89,84,89,89,90,87,4
student_205,16,0,3,1,2,1,3,1,1,0,0,0,0,1,4,3,0,0,1,0,0,0,3,1,2,2,1,1,2,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,2,2,3,89,89,83,87,88,88,85,86,87,4
student_206,13,1,3,1,1,3,1,0,0,0,0,1,0,0,4,2,0,0,0,1,0,0,1,1,2,2,1,5,2,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,3,84,82,86,86,85,87,84,88,85,4
student_207,13,0,5,2,1,1,3,1,0,0,0,0,0,0,5,3,0,0,0,1,0,0,1,0,2,2,1,1,3,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,3,3,83,83,85,86,84,85,86,86,85,4
student_208,12,1,3,1,1,1,1,0,1,0,0,0,0,0,4,3,1,0,0,0,0,0,1,1,1,NaN,1,5,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,3,3,84,82,86,86,85,87,84,88,85,4
student_209,12,1,3,2,1,3,1,0,0,0,1,0,0,0,3,2,0,1,0,0,1,0,2,0,2,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,3,80,77,79,79,77,80,79,79,79,5
student_210,14,1,3,2,3,3,1,0,0,0,1,0,0,0,3,2,0,1,0,0,1,0,1,0,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,3,1,1,81.25,83.5,80,82.5,87.5,88.5,88.25,87.25,84.845,5
student_211,14,1,3,2,1,3,2,1,0,0,0,0,0,0,3,3,0,0,0,1,0,0,2,0,1,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,79,82,78,82,83,80,83,83,82,5
student_212,14,1,3,2,1,1,3,1,0,0,0,0,0,0,5,1,0,0,0,1,0,0,2,0,2,2,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,86,83,83,89,88,81,85,93,86,5
student_213,13,1,3,2,1,3,1,0,0,1,0,0,0,0,5,NaN,1,0,0,0,0,0,1,1,1,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,3,79,82,83,83,80,85,86,85,83,5
student_214,12,1,3,2,1,1,1,1,0,0,0,0,0,0,4,2,1,0,0,0,0,0,2,1,1,2,1,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,3,91,83,86,86,87,84,82,85,85.937,5
student_215,12,1,3,2,2,3,3,1,0,0,0,0,0,0,NaN,2,0,1,0,1,0,0,2,1,2,1,1,NaN,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,3,77,81,79,86,81,85,82,79,81,5
student_216,14,1,1,1,4,3,1,0,0,0,1,0,0,0,4,3,0,1,0,0,1,0,2,0,1,1,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,76,80,77,82,79,85,86,83,80,5
student_217,12,1,3,2,4,1,1,1,0,0,0,0,0,0,5,1,0,0,1,0,0,0,2,0,1,1,1,5,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,3,90,84,83,84,84,85.5,86,90,86,5
student_218,13,1,NaN,1,1,3,3,0,0,0,0,1,0,0,NaN,2,0,0,0,1,0,0,NaN,1,NaN,1,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,84,84,83,84,85,82,83,83,84,5
student_219,12,1,NaN,2,1,1,3,0,0,0,0,0,1,0,NaN,2,0,0,0,1,0,0,3,1,2,1,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,89,85,81,83,86,82,84,83,84,5
